"organization","category","description","url","states","view","download","transmit"
"Decatur Health Systems","hospital","","https://decaturhealthsystems.intelichart.com/patientportal/account/login","KS","","",""
"Decatur Neurological Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Dee &amp; Assoc PLLC","provider","","https://www.followmyhealth.com/","","y","y",""
"DeKalb Health","hospital","","https://www.dekalbhealth.com/index.php/patientsvisitors/patient-information.html","IN","y","y","y"
"Delaware Arthritis","provider","","https://www.followmyhealth.com/","","y","y",""
"Delaware County Memorial Hospital","hospital","","https://www.ckhospitalportal.org/login.aspx?fac=crpp","PA","y","y","y"
"Delaware Family Care","provider","","https://www.followmyhealth.com/","","y","y",""
"Dell Children's Medical Center of Central Texas","hospital","","https://www.dellchildrens.net/log-in/","TX","y","y",""
"Delnor Hospital","hospital","","https://mychart.cdh.org/MyChart/","IL","y","y",""
"Delta County Memorial Hospital","hospital","","http://www.deltahospital.org/","CO","y","y","y"
"Demo - Chris Rhodes","provider","","https://www.followmyhealth.com/","","y","y",""
"Dennis Dominguez MD and Corinne Young DO","provider","","https://www.followmyhealth.com/","","y","y",""
"Denton Regional Medical Center","hospital","","http://dentonregional.com/patient-portal/index.dot","TX","y","y","y"
"Denver Endo, Diabetes &amp; Thyroid","provider","","https://www.followmyhealth.com/","","y","y",""
"Denver Health","hospital","","http://www.denverhealth.org/","CO","y","y","y"
"Department of Defense","insurance","The Department of Defense (DoD) Blue Button provides eligible DoD beneficiaries who receive care at a military hospital or clinic, including active duty, retired service personnel and their qualified dependents, access to personal health data retrieved from DoD and VA electronic health records.The DoD Blue Button is accessible via TRICARE Online, the DoD Patient Portal.","http://www.tricareonline.com","VA","y","y",""
"Dermatology Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Des Peres Hospital","hospital","","https://cernerhealth.com/oauth/re-authenticate?client_id=9bad862bbce1495facae2eb4bb3df153&redirect_uri=https://despereshospital.myhealth-rec.com/login/cerner-health/authenticated&sign_in_only=on","MO","y","y",""
"Desert Regional Medical Center","hospital","","http://www.desertregional.com/en-US/ourServices/hospitalServices/Pages/electronichealthrecord.aspx","CA","y","y","y"
"Desert View Hospital","hospital","","http://www.desertviewhospital.com/pahrump-hospital/for-patients-visitors/","NV","","",""
"DeSoto Memorial Hospital","hospital","","http://www.dmh.org/patients-and-visitors/patient-resources/patient-health-info-access-for-dmh/default.aspx","FL","y","y","y"
"Detroit Receiving Hospital/University Health Center","hospital","","http://www.dmc.org/patientportal/","MI","y","",""
"Diabetes and Endocrine Associates, P.C.","provider","","https://www.followmyhealth.com/","","y","y",""
"Diabetes and Endocrinology","provider","","https://www.followmyhealth.com/","","y","y",""
"Digestive Care","provider","","https://www.followmyhealth.com/","","y","y",""
"Digestive Disease Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Digestive Disease Associates Inc","provider","","https://www.followmyhealth.com/","","y","y",""
"Digestive Disease Associates LTD","provider","","https://www.followmyhealth.com/","","y","y",""
"Digestive Disease Center Of South GA","provider","","https://www.followmyhealth.com/","","y","y",""
"Digestive Health Specialists of Tyler","provider","","https://www.followmyhealth.com/","","y","y",""
"Digestive Medicine Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Dimmit Regional Hospital","hospital","","https://www.mymedicalencounters.com/?sub=Patient%20Info","TX","y","y","y"
"District One Hospital","hospital","","http://www.allinahealth.org/District-One-Hospital/Patient-and-visitor-information/","MN","y","y",""
"Dixie Regional Medical Center","hospital","","https://myhealth.intermountainhealthcare.org/login/","UT","y","y","y"
"DMC Harper University Hospital","hospital","","https://dmc.iqhealth.com/","MI","y","",""
"Doctors Hospital","hospital","","https://baptisthealth.net/en/patient-visitor/pages/obtaining-medical-records.aspx","FL","y","y",""
"Doctors Hospital of Sarasota","hospital","","http://doctorsofsarasota.com/patient-portal/","FL","y","y","y"
"Doctors Medical Center","hospital","","http://doctorsmedicalcenter.org/","CA","","y","y"
"Dodge County Hospital","hospital","","https://www.mymedicalencounters.com/","GA","y","y","y"
"Don T. Matsuura, M.D., Inc.","provider","","https://www.followmyhealth.com/","","y","y",""
"Donald Levy, M.D.","provider","","https://www.followmyhealth.com/","","y","y",""
"Dorminy Medical Center","hospital","","http://www.dorminymedical.org/","GA","y","y","y"
"Douglas County Hospital","hospital","","https://mychart.centracare.com/mychart/","MN","y","y","y"
"Douglas D Pritchard Md Pllc","provider","","https://www.followmyhealth.com/","","y","y",""
"Down East Community Hospital","hospital","","http://www.dech.org/","ME","y","y","y"
"Downey Regional Medical Center","hospital","","http://www.pihhealth.org/patients-visitors/","CA","","",""
"Doylestown Hospital","hospital","","https://www.doylestownhealth.org/for-patients-visitors/patient-experience/medical-records-patient-portal","PA","y","y","y"
"Dr. Aaron Miller","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Abdul Thannoun, MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Allison","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Anthony J. Rizzo","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr's Alinsod, Domantay &amp; Pao","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Bradford","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Browning","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Dan C. Trigg Memorial Hospital","hospital","","https://mypres.phs.org/Pages/default.aspx","NM","y","y","y"
"Dr David A Schwartz, DO","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. David Seinfeld, MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Desire &amp; Dr. Djafari Cardiology Clinic","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Donald Dill","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Elizabeth Salada","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr Gadam M Rao Md","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr J's Express Care","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Jacques Herzog","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Janice Harada","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr Jesus Ucol","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. John Kalenkiewicz","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. John W. Fox and Dr. Carla G. Fox Inc.","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. John Warner Hospital","hospital","","http://www.djwhospital.org/","IL","y","",""
"Dr. Jon Oliverio","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr Jonathan Pasko","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Joseph Lin, LLC","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Kane","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr Laura Katz","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Mikhail","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Nguyen","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Patrick A. Wegman","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Peter Weissgerber","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Pithadia","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Ramadugu","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr Robert J Weiss MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Ronald O. Lee","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Rosenbaum's Office","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Rupp","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Schneider","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Sharobeim","provider","","https://www.followmyhealth.com/","","y","y",""
"Dr. Soudabeh Ahadi and Dr. Martin Pakideh","provider","","https://www.followmyhealth.com/","","y","y",""
"Dreyer Medical Clinic","provider","Established by physicians in 1922, Dreyer Medical Clinic is an affiliate of Advocate Health Care. With more than 150 physicians representing nearly 30 different medical specialties, Dreyer offers a full range of ancillary services within its facilities and the support of over 60 allied health professionals.","https://mychart.dreyermed.com","IL","y","",""
"Driscoll Children's Hospital","hospital","","http://www.driscollchildrens.org/hospital-services/patient-and-family-services","TX","","",""
"Drs. Mistry &amp; Dhillon","provider","","https://www.followmyhealth.com/","","y","y",""
"Drs. Nowak, McBrien, and Sobol","provider","","https://www.followmyhealth.com/","","y","y",""
"DUBOIS REGIONAL MEDICAL CENTER","provider","At DRMC, more than 1,700 dedicated staff members support our physicians and surgeons during every step of your treatment and recovery. You'll see some of these men and women during your care, and others will most likely never cross your path, but all are here to help you on your road to better health.","http://www.drmc.org/index.php/component/users/?view=login","PA","","",""
"Duke Raleigh Hospital","hospital","","https://www.dukemychart.org/home/","NC","y","y",""
"Duke Regional Hospital","hospital","","http://www.dukeregional.org/patient-visitor/MyChart","NC","y","y",""
"Duke University Hospital","hospital","","http://corporate.dukemedicine.org/AboutUs/MedicalCenter","NC","y","y",""
"Dukes Memorial Hospital","hospital","","https://lhn.followmyhealth.com/bookmark#/Options","IN","y","y","y"
"Dumrong Tangchitnob MD, Inc.","provider","","https://www.followmyhealth.com/","","y","y",""
"Duncan Regional Hospital","hospital","","http://duncanregional.com/","OK","y","y","y"
"Dundy County Hospital","hospital","","http://www.bwtelcom.net/dch/patient_services.htm","NE","y","y",""
"DuPage Medical Group","provider","DuPage Medical Group (DMG) was formed in 1999 when three healthcare groups serving the western suburbs of Chicago since the 1960s joined together. Today, DMG has grown into one of the largest and most successful independent multi-specialty physician groups in Illinois.","https://mychart.dupagemd.com/","IL","y","",""
"Dupont Hospital","hospital","","http://www.theduponthospital.com/interior.php?t=453&title=MyHealth","IN","y","y","y"
"E C Bush MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Ear, Nose &amp; Throat Specialists","provider","","https://www.followmyhealth.com/","","y","y",""
"Ear, Nose &amp; Throat Specialists of Florida","provider","","https://www.followmyhealth.com/","","y","y",""
"Ear, Nose and Throat Associates of Texas, P.A.","provider","","https://www.followmyhealth.com/","","y","y",""
"East Alabama Medical Center","hospital","","https://www.eamc.org/patientsVisitors/MedicalRecord.aspx","AL","y","y","y"
"East Alabama Medical Center-Lanier","hospital","","https://www.eamc.org/patientsVisitors/Visitor.aspx","AL","y","y","y"
"East Cooper Medical Center","hospital","","https://www.eastcoopermedctr.com/login/i'm-a-patient","SC","y","y","y"
"East Holmes Family Care","provider","","https://www.followmyhealth.com/","","y","y",""
"East Jefferson General Hospital","hospital","","https://cernerhealth.com/oauth/re-authenticate?client_id=0f1ce5dd056c42f89b26d4bf5812aa67&redirect_uri=https://myejgh.iqhealth.com/login/cerner-health/authenticated&sign_in_only=on","LA","y","y","y"
"East Liverpool City Hospital","hospital","","https://patient.elch.org/Phm-PhmHome.HomePage.WR.mthr?hcis=EALWEB.LIVEF&application=PHM","OH","y","y","y"
"East Morgan County Hospital","hospital","","https://www.bannerhealth.com/Locations/Colorado/East+Morgan+County+Hospital/Patients+and+Visitors/EMCH+Medical+Records.htm","CO","y","y",""
